Title;;;Keywords;;;Abstract;;;Type
Swollen lower extremity: role of MR imaging;;;magnetic resonance imaging differentiating lymphedema phlebedema lower limb;;;The authors assessed the use of magnetic resonance imaging in differentiating lymphedema, phlebedema, and lipedema of the lower limb. They examined 14 patients: five with lipedema, five with lymphedema, and four with phlebedema. T1- and T2-weighted transaxial sequences were performed before administration of gadolinium tetraazacyclododecane-tetraacetic acid (DOTA) and T1-weighted spin-echo sequences were performed after administration of Gd-DOTA in each patient. Images of patients with lipedema showed homogeneously enlarged subcutaneous layers, with no increase in signal intensity at T2-weighted imaging or after Gd-DOTA administration. Patients with phlebedema had areas containing increased amounts of fluid within muscle and subcutaneous fat. In lymphedema, a honeycomb pattern above the fascia between muscle and subcutis was observed, with a marked increase in signal intensity at T2-weighted imaging. After Gd-DOTA administration, there was only a slight increase in signal intensity in the subcutis in lymphedema and phlebedema and a moderate increase in signal intensity in muscle in phlebedema.;;;M
Acute swelling of the limbs: magnetic resonance pictorial review of fascial and muscle signal changes;;;Acute deep venous thrombosis Acute denervation Dermatomyositis Magnetic resonance imaging Pyoderma gangrenosum Soft-tissue infections;;;This pictorial review analyzes the magnetic resonance (MR) fascial/muscular changes in 69 patients referred as emergencies with acute swelling of the limbs (ASL) from various causes. Methods and material: A prospective MR imaging (MRI) study of 69 patients referred as emergencies for ASL was performed. Our population consisted of 45 patients with skin and soft-tissue infections (cellulitis and necrotizing fasciitis, and pyomyositis), six patients with soft-tissue inflammatory diseases (dermatomyositis, graft-versus-host disease), 11 patients with acute deep venous thrombosis, three patients with rhabdomyolysis, one patient with acute denervation and three other patients with rare diseases. Hematomas, tumorous or infectious bone involvement and soft-tissue tumors were excluded. All studies included spin echo T1-weighted images and spin echo T2-weighted images. Gadolinium-enhanced spin echo T1-weighted images were obtained when an abscess was suspected on T2-weighted images. Selective fat-saturated T1- and T2-weighted sequences were also used. MRI analysis was performed to obtain a compartmentalized anatomical approach according to the location of signal abnormalities in subcutaneous fat, superficial and deep fascia and muscle. Results: In all patients with ASL, MRI demonstrated soft-tissue abnormalities involving subcutaneous fat, superficial fascia, deep fascia, or muscle. Although MR findings were non-specific, MRI appears sensitive for detecting subtle fascial and muscle signal changes. Conclusions: In skin and soft-tissue infections, MRI can be helpful for therapeutic management by determining the depth of soft-tissue involvement, particularly within fasciae and muscles, which is partly related to the severity of cellulitis with severe systemic manifestations. MRI can also aid the surgeon in diagnosing abscesses. In inflammatory diseases, MRI can determine the best site for biopsy and also monitor therapeutic response.;;;M
Pitfalls in CT Venography of Lower Limbs and Abdominal Veins;;;Lower Limbs Abdominal Veins Vein-to-muscle attenuation gradient;;;Deep venous thrombosis (DVT) and pulmonary embolism are described as two aspects of the same continuum—venopulmonary thromboembolic disease, which results in significant morbidity and mortality [1]. Recent studies [1,2,3,4,5,6] have found that a combination of helical CT angiography of pulmonary arteries and indirect CT venography of lower limbs allows a complete one-session evaluation of venopulmonary thromboembolism. Sensitivities of 89-100% and specificities of 94-100% have been reported and compared with sonography [3, 4, 6]. Nevertheless, detection of an acute clot with CT venography requires optimal selection of technical parameters, knowledge of venous anatomy and common variants, and knowledge of CT signs reflecting DVT. The radiologist should also be aware of interpretative difficulties inherent to the CT examination of limb veins. We review the practical approach to DVT with CT venography on the basis of our experience with more than 800 combined examinations.;;;M
Circumflex femoral vein thrombosis misinterpreted as acute hamstring strain;;;Circumflex femoral vein thrombosis misinterpreted acute hamstring strain;;;The case of a 24-year-old female professional, long-distance runner who presented with acute proximal posterior thigh pain is reported. History and clinical findings were consistent with acute hamstring strain but MRI demonstrated circumflex femoral vein thrombosis. This is the first case of proximal posterior thigh pain caused by circumflex femoral vein thrombosis reported in the literature. Doctors dealing with sports injuries should be aware of this clinical entity that mimics hamstring strain.;;;M
Lower Extremity Venous Anatomy;;;Vein anatomy thrombosis valvular incompetence;;;The lower extremity venous system includes the superficial, deep, and perforating veins. The antegrade flow of blood within these veins is ensured by a system of muscular venous pumps and bicuspid valves. Dysfunction of the system may result from degeneration of the vein wall, post-thrombotic valvular damage, chronic venous obstruction, or dysfunction of the muscular pumps. Although chronic venous disease often receives less attention than arterial disease, it includes an array of manifestations resulting from a complex interaction of anatomy and hemodynamic failure. A thorough understanding of the highly variable venous anatomy is essential to understanding the underlying pathophysiology as well as in directing treatment.;;;M
“Bull's-eye” sign on gadolinium-enhanced magnetic resonance venography determines thrombus presence and age: A preliminary study;;;central thrombus gadolinium-enhanced magnetic resonance venography;;;Venous thrombosis is associated with a significant inflammatory response, which can be visualized by gadolinium magnetic resonance venography (MRV). Gadolinium extravasates into tissue during inflammation, producing perithrombus enhancement on magnetic resonance scanning. This study determines (1) whether gadolinium enhancement occurs during deep venous thrombosis (DVT); and (2) whether this enhancement changes with time and can therefore establish the age of thrombus.;;;M
Magnetic Resonance Imaging;;;pathologies exacerbating Magnetic Resonance Imaging MRI;;;Stressful events have been implicated as being fundamental in provoking some pathologies and exacerbating the course or symptoms of others. In this regard, it has been suggested that certain pathological states, such as depressive and cardiovascular illness, may be related to antecedent stressors (or emotional states), although the biological outcomes leading to such effects remain to be fully deduced. The view has likewise been expressed that life-stressors (or depressive illness that might be associated with stressful events) may contribute to the exacerbation of neoplastic disease, although the available data in humans supporting this position has been limited, and the validity of this perspective has been challenged. Yet, treatment of depression in cancer patients as been found to increase survival times suggesting that psychological attributes, possibly involving stressor-related processes, may influence the course of cancer progression.;;;M
Nonlinear interaction of quadruple Gaussian laser beams with narrow band gap semiconductors;;;Quadruple Gaussian laser Nonlinear interaction Narrowband semiconductor;;;This paper presents an investigation on nonlinear propagation of quadruple Gaussian (Q.G) laser beam in narrowband semiconductor (e.g., n-type InSb) plasmas. In the presence of laser beam, the electron fluid in the conduction band becomes relativistic that makes the medium highly nonlinear. As a result the laser beam gets self-focused. Following variational theory approach in W.K.B approximation the numerical solution of the nonlinear Schrodinger wave equation (NSWE) for the field of incident laser beam has been obtained. Particular emphasis is put on dynamical variations of beam spot size and longitudinal phase (Gouy phase). Self-trapping of the laser beam resulting from the dynamical balance between diffraction broadening and nonlinear refraction also has been investigated.;;;SE
Stimulated Optical Radiation in Ruby;;;Stimulated Optical Radiation Monochromatic radiation Infra-red optical;;;Schawlow and Townes1 have proposed a technique for the generation of very monochromatic radiation in the infra-red optical region of the spectrum using an alkali vapour as the active medium. Javan2 and Sanders3 have discussed proposals involving electron-excited gaseous systems. In this laboratory an optical pumping technique has been successfully applied to a fluorescent solid resulting in the attainment of negative temperatures and stimulated optical emission at a wave-length of 6943 Å. ; the active material used was ruby (chromium in corundum).;;;SE
Inertial confinement fusion for energy: overview of the ongoing experimental, theoretical and numerical studies;;;Inertial confinement Fusion Energy Energy;;;This paper provides an overview of the results presented at the 26th IAEA Fusion Energy Conference in the field of inertial confinement fusion for energy, covering its various experimental, numerical/theoretical and technological facets, as well as the different paths towards ignition that are currently followed worldwide.;;;SE
Physics of laser-driven plasma-based electron accelerators;;;Laser-driven Electron accelerators self-focusing high-quality;;;Laser-driven plasma-based accelerators, which are capable of supporting fields in excess of 100GV∕m, are reviewed. This includes the laser wakefield accelerator, the plasma beat wave accelerator, the self-modulated laser wakefield accelerator, plasma waves driven by multiple laser pulses, and highly nonlinear regimes. The properties of linear and nonlinear plasma waves are discussed, as well as electron acceleration in plasma waves. Methods for injecting and trapping plasma electrons in plasma waves are also discussed. Limits to the electron energy gain are summarized, including laser pulse diffraction, electron dephasing, laser pulse energy depletion, and beam loading limitations. The basic physics of laser pulse evolution in underdense plasmas is also reviewed. This includes the propagation, self-focusing, and guiding of laser pulses in uniform plasmas and with preformed density channels. Instabilities relevant to intense short-pulse laser-plasma interactions, such as Raman, self-modulation, and hose instabilities, are discussed. Experiments demonstrating key physics, such as the production of high-quality electron bunches at energies of 0.1–1GeV, are summarized.;;;SE
Enhanced focusing of laser beams in semiconductor plasmas;;;Copropagating laser beams Semiconductor plasmas Electrons ;;;The beating of two copropagating laser beams (having frequency difference, the plasma frequency) can resonantly excite a large amplitude plasma wave in a narrow-gap semiconductor [V. I. Berezhiani and S. M. Mahajan, Phys. Rev. B 55, 9247 (1997)]. The higher ponderomotive force on the electrons due to the plasma beat wave makes the medium highly nonlinear. As a result, the incident laser beams become self-focused due to the nonlinearity by the ponderomotive force. In this paper, we show the self-focusing and spot size evolution of the laser beams in semiconductor plasmas.;;;SE
The nonlinear wave in semiconductor quantum plasma for laser beam in a self-consistent plasma channel;;;Laser beam Plasma channel Self-focusing Beam power;;;In this paper investigating the current task, our emphasis is on distributed a serious laser beam in a self-made plasma channel. As the intensity of the laser beam increases, the medium displays the neuromuscular electrical conductivity functioning as a result of the mass effectiveness of the effectiveness of the electrons as well as the intensity of the electrons. Based on Wentzel–Kramers–Brillouin and paraxial ray theory, the steady-state solution of an intense, Gaussian electromagnetic beam is studied. The differential equation of the distance with the beam width parameter is derived, including the relativistic effects of self-focusing (SF) and self-channeling ponder motive. Plasma propagation is a radial dynamical force, depending on the width of the beams and σp greater, plasma ratio frequency screws. Once the distribution regimes, the beam power beamwidth is obtained in plane. The σp is a particular value characterized by standard deviation, oscillation and diffusion regimes such as self focusing. The corresponding center parameters are intended for introduction of the plasma density curve and the laser beam is spatially analyzed to the spatial plasma. Performing this margin can lead to a long distance laser beam guide. The disadvantage of numerical predictions is done for laser plasma interaction studies for common factors.;;;SE
Intuitive explanation of the phase anomaly of focused light beams;;;Intuitive explanation phase anomaly focused light beams;;;An intuitive argument is presented for the phase anomaly, that is, the 180° phase shift of a light wave in passing through a focus. The treatment is based on the geometrical properties of Gaussian light beams, and suggests a new viewpoint for understanding the origin of the phase shift. Generalizing the argument by including higher-order modes of the light field allows the case of a spherical wave to be treated.;;;SE
Physical origin of the Gouy phase shift;;;Gouy phase shift axial propagation constant Kirchhoff diffraction integral;;;We show explicitly that the well-known Gouy phase shift of any focused beam originates from transverse spatial confinement, which, through the uncertainty principle, introduces a spread in the transverse momenta and hence a shift in the expectation value of the axial propagation constant. A general expression is given for the Gouy phase shift in terms of expectation values of the squares of the transverse momenta. Our result also explains the phase shift in front of the Kirchhoff diffraction integral.;;;SE
Optical beams in saturable self-focusing media;;;Saturable self-focusing media Beams propagating;;;An approximate analytical analysis of two-dimensional optical beams propagating in saturable self-focusing media is carried out. In particular, the radial shape and the phase shift of the stationary self-trapped fundamental mode are investigated in detail. The dynamic variations of the beamwidth and the phase shift for nonstationary propagation are also analyzed. The predictions of the analytical model are compared with numerical results for stationary propagation and show good agreement.;;;SE
Self-focusing and self-phase modulation in a parabolic graded-index optical fiber;;;Self-focusing Self-phase modulation Parabolic graded-index optical fiber;;;The spatial profile and the spectral distribution of a pulse propagating in a parabolic graded-index optical fiber are derived. Effects due to the nonlinearity (self-focusing and self-phase modulation), diffraction (finite beam-waist effects), and the graded-index waveguiding are incorporated in the theoretical analysis. The fiber graded index generates a periodicity in the beam diameter. Waveguiding, self-focusing, and diffraction determine the minimum magnitude of the beam-waist diameter. The pulse phase, amplitude shape, and spectral distribution are shown to differ from conventional self-phase modulation results.;;;SE
Self-Action of Laser Beams in Semiconductors;;;Self-Action Laser Beams in Semiconductors Nonlinear dielectric;;;We have derived an expression for the nonlinear dielectric constant due to nonparabolicity of the conduction band and energy-dependent scattering processes in semiconductors under the influence of an external laser beam. The self-action phenomenon due to the combined effect is then studied. The role of linear and nonlinear absorption coefficients is incorporated in the analysis of self-action to show that (i) the former leads to a lower threshold value of the incident power of the beam for self-focusing to occur, and (ii) the latter decreases the self-focusing length, the reduction being appreciable at optical frequencies. Some properties of the self-action phenomenon are then described in practical situations.;;;SE
Dynamic effects of Kerr nonlinearity and spatial diffraction on self-phase modulation of optical pulses;;;Self-phase modulation Dynamic effects Kerr nonlinearity;;;An investigation is made of the combined effects of nonlinearity and diffraction on self-phase modulation of optical pulses propagating in dispersionless homogeneous bulk material. It is found that the presence of transverse spatial dynamics leaves the phase characteristics qualitatively the same as for conventional self-phase modulation. In particular, this implies that, contrary to what has recently been claimed, the red always leads the blue in the supercontinuum.;;;SE
Generation of second harmonics of q-Gaussian laser beams in collisional plasma with upward density ramp;;;Laser beam collisional plasma hydrodynamic fluid model;;;An investigation of frequency up-conversion of a laser beam through the phenomenon of second harmonic generation (SHG) in collisional plasma with an upward density ramp is presented. The variational method has been adopted to find a semi-analytical solution of the wave equation for the slowly varying envelope of the laser beam. When a laser beam with frequency ω0 propagates through plasma it causes the plasma electrons to oscillate at pump frequency ω0. These oscillations of the plasma electrons in the presence of thermal velocity generate an electron plasma wave (EPW) at frequency ω0. The generated EPW beats with the pump beam to produce its second harmonics. By using a hydrodynamic fluid model of plasma, the source term for the SHG has been obtained. Emphasis is put on investigation of the effect of various laser and plasma parameters on the propagation dynamics of the pump beam and the conversion efficiency of second harmonics.;;;SE
Second harmonic generation of q-Gaussian laser beam in plasma channel created by ignitor heater technique;;;Harmonic generation plasma channel q-Gaussian self-focusing;;;This paper presents a scheme for second harmonic generation (SHG) of q-Gaussian laser beam in plasma channel created by ignitor heater technique. The ignitor beam creates plasma by tunnel ionization of air. The heater beam heats the plasma electrons and establishes a parabolic density profile. The third beam (q-Gaussian beam) is guided in this plasma channel under the combined effects of density nonuniformity of the plasma channel and relativistic mass nonlinearity of the plasma electrons. The propagation of q-Gaussian laser beam through the plasma channel excites an electron plasma wave at pump frequency that interacts with the incident laser beam to produce its second harmonics. The formulation is based on finding the numerical solution of the nonlinear Schrodinger wave equation for the fields of the incident laser beams with the help of moment theory approach. Particular emphasis is put on dynamical variations of the spot size of the laser beams and conversion efficiency of the second harmonics with distance of propagation.;;;SE
Self-focusing of super-Gaussian laser beam inmagnetized plasma under relativistic and ponderomotive regime;;;Nonlinear Schrödinger equation Modulational instability;;;In this paper, we have investigated the propagation characteristics of super-Gaussian laser beam in magnetized plasma. Self-focusing of short pulse laser propagating along the direction of ambient magnetic field in plasma is studied. The nonlinearity arises through the combined effect of relativistic mass variation and ponderomotive force induced electron cavitation. An appropriate nonlinear Schro¨dinger equation has been solved analytically using variational approach. Self-phase modulation is also studied under variety of parameters. Further, the effect of magnetic field on self-focusing of the beam have been explored.;;;SE
Second harmonic generation of self-focused Cosh-Gaussian laser beam in collisional plasma;;;Self-focusing Chromatic dispersion Cosh-Gaussian beam Collisional plasma Plasma wave;;;This paper presents theoretical investigation of effect of self-focusing of Cosh-Gaussian (ChG) laser beam on second harmonic generation (SHG) in collisional plasma. Due to non uniform intensity distribution along the wave front of ChG laser beam non uniform Ohmic heating of plasma electrons takes place. Non uniform heating of plasma the laser beam leads to self-focusing of the laser beam which in turn produces strong density gradients in the transverse direction. The generated density gradients excite electron plasma wave at pump frequency that interacts with the incident laser beam to produce its second harmonics. Following moment theory approach in Wentzel–Kramers–Brillouin (W.K.B) approximation second order differential equation governing the evolution of spot size of laser beam with distance of propagation has been derived. Numerical simulations have been carried out to investigate the effect of laser intensity as well as plasma parameters on self-focusing of the laser beam and also on yield of second harmonics. Results predict that ChG laser beams show smaller divergence as they propagate and, thus, lead to enhanced conversion efficiency of second harmonics.;;;SE
Non-oscillation of modified Euler type linear and half-linear differential equations;;;Euler Non-oscillation half-linear differential equations;;;Modified Euler type second order half-linear differential equations are considered and a non-oscillation criterion is derived for them. This criterion is the counterpart of a previously obtained oscillation theorem. Thus, from the main result of this paper, it follows that the studied equations are conditionally oscillatory in a very general case. To prove the non-oscillation criterion, a combination of the Riccati technique and the generalized Prüfer angle is used. Since the criterion is new in many cases (especially, in the linear case), several corollaries are formulated and the novelty is illustrated by an example as well.;;;SE
Oscillation theory for second order linear, half-linear, superlinear and sublinear dynamic equations. ;;;oscillation and nonoscillation linear differential equations half-linear differential equations sub- and superlinear differential equations asymptotic behavior; continuation; boundedness;;;There has been a striking progress in the development of the theory of oscillations after the excellent book on the subject by [C. A. Swanson, Comparison and oscillation theory of linear differential equations. New York-London: Academic Press, (1968; Zbl 0191.09904)] was published. The monograph under review is a very successful attempt to collect and systematically present numerous oscillation or nonoscillation criteria for various classes of linear and nonlinear differential equations and related results on asymptotic behavior of solutions published during the last few decades, many of which have been obtained by the authors. The material in the book is divided into ten chapters. In Chapter 1, which has an auxiliary character, sufficient conditions for solutions of a general class of nonlinear differential equations to be continuable, bounded, and converge to zero are presented along with a number of useful fixed-point theorems. Fundamental results on oscillation and nonoscillation of second-order linear differential equations, including Sturm-type comparison theorems, are collected in Chapter 2. Oscillation and nonoscillation theorems for second-order half-linear differential equations are presented in Chapter 3, where the reader can find Sturm- and Levin-type comparison theorems, an oscillation criterion for almost-periodic Sturm-Liouville equations, interval oscillation criteria, as well as a number of interesting results dealing with differential equations with a damping term, external forces and deviating argument. Sufficient conditions for oscillation and sufficient and necessary conditions for nonoscillation of superlinear differential equations, including damped and forced differential equations, can be found in Chapter 4. In addition to standard techniques involving integrals and weighted integrals, more general weighted and iterated averages are employed.;;;SE
On oscillatory solutions of quasilinear differential equations.;;;oscillatory solution asymptotic representation;;;The authors present necessary and sufficient conditions for the existence of at least one oscillatory solution of a second-order quasilinear differential equation. The results obtained yield also new conditions guaranteeing the coexistence of oscillatory and nonoscillatory solutions.;;;SE
Dynamic equations on time scales. An introduction with applications.;;;measure chain generalized derivative dynamic equations;;;The theory of time scales (an alternative terminology is measure chains) was introduced by S. Hilger in 1988 in his dissertation and the basic ideas of this theory are summarized in his paper published in Result. Math. 18, No. 1/2, 18–56 (1990; Zbl 0722.39001). A time scale TT is any closed subset of the real numbers RR. For a function f:T→Rf:T→R, a generalized derivative fΔfΔ is defined in such a way that it reduces to the usual derivative f′f′ if T=RT=R and to the forward difference ΔfΔf if T=ZT=Z is the set of integers. A dynamic equation on a time scale is an equation for an unknown function which appears in the equation along with some of its derivatives (possibly of higher order). Hence, dynamic equations are differential equations if R=TR=T and difference equations if T=ZT=Z.;;;SE
Critical oscillation constant for half-linear differential equations with periodic coefficients.;;;half-linear differential equation Euler equation Riemann-Weber equation Prüfer transformation critical oscillation constant;;;The authors give explicitly the oscillation constant for certain half-linear second order differential equations involving periodic coefficients. Also, answers to some open problems are provided.;;;SE
Oscillation and non-oscillation of Euler type half-linear differential equations.;;;mean value oscillation nonoscillation almost periodic function asymptotically almost periodic functions second order differential equation half-linear equations oscillation theory conditional oscillation oscillation constant Riccati equation Prüfer angle;;;The authors investigate oscillatory properties of second order half-linear differential equation with coefficients having mean values. This covers (among others) broad range of equations with periodic, almost periodic and asymptotically almost periodic coefficients. The main interest is in the case on the tenuous boundary between the oscillatory and nonoscillatory case. In this case the rough comparison methods and other widely used techniques cannot be used and a more advanced approach is necessary. Therefore, the equation studied in the paper has somewhat special form.;;;SE
Asymptotic behaviour of autonomous half-linear differential systems on the plane.;;;equivalence relation one-parameter families of classes;;;The paper deals with the system of half-linear differential equations where the coefficients a,b,c,d are constants, the number n is real, positive the function un∗un∗ means |u|n.sgnu|u|n.sgnu for u∈Ru∈R. The author defines an equivalence relation among the systems of the form (1) which yields that besides the trivial classes there are two special classes and two one-parameter families of classes. The classification is performed with respect to the values of constants a,b,c,d,n. In the paper the asymptotic behaviour of solutions for the trivial and two special classes is investigated and the one-parameter families of classes are characterized.;;;SE
Non-Oscillation of half-linear difference equations with asymptotically periodic coefficients;;;oscillatory properties half-linear difference equations asymptotically periodic coefficients;;;We study oscillatory properties of half-linear difference equations with asymptotically periodic coefficients, i.e., coefficients which can be expressed as the sums of periodic sequences and sequences vanishing at infinity. Using a special variation of the discrete Riccati technique, we prove that the non-oscillation of the studied equations can be determined directly from their coefficients. Thus, the studied equations can be widely used as testing equations. Our main result is new even for linear equations with periodic coefficients. This fact is illustrated by simple corollaries and examples at the end of this paper.;;;SE
Almost periodic transformable difference systems;;;Almost periodic sequences Almost periodic solutions Groups of matrices Linear difference systems;;;We analyse almost periodic homogeneous linear difference systems whose coefficient matrices belong to the so-called transformable groups. We introduce the notion of weakly transformable groups and we use this notion to obtain generalizations of known results about non-almost periodic solutions of considered systems.;;;SE
Limit periodic homogeneous linear difference systems;;;Limit periodicity Almost periodicity Asymptotic almost periodicity Almost periodic sequences Almost periodic solutions Linear difference equations;;;We study limit periodic homogeneous linear difference systems, where the coefficient matrices belong to a bounded group. We find groups of matrices with the property that the systems, which do not possess any non-zero asymptotically almost periodic solution, form a dense subset in the space of all considered systems. Analogously, we analyse almost periodic systems as well.;;;SE
Modified Prüfer angle and conditional oscillation of perturbed linear and half-linear differential equations;;;Oscillation constant Half-linear equations Conditional oscillation Riccati equation p-Laplacian Prüfer angle;;;The research and results described in this paper belong to the qualitative theory of differential equations (more precisely, the partial differential equations with the one-dimensional p-Laplacian). Using a method whose core is formed by the Prüfer technique, we identify a borderline case between oscillatory and non-oscillatory equations. Moreover, we are able to decide whether the studied equations are oscillatory or not even in the so-called critical (i.e., the borderline) case. The advantage of our approach is the fact that we obtain new and strong results for linear and half-linear equations (i.e., the equations with the one-dimensional p-Laplacian) at the same time. In addition, we are able to work with equations whose coefficients are non-constant and non-periodic. The novelty of our results is documented by examples and corollaries.;;;SE
Oscillation and non-oscillation criteria for linear and half-linear difference equations;;;Half-linear difference equations Oscillation theory Conditional oscillation Oscillation constant Riccati technique Adapted Riccati equation;;;We find very general classes of linear and half-linear difference equations which are conditionally oscillatory. We identify the critical oscillation constant whose value implies the oscillation or non-oscillation of studied equations. Our results are divided into oscillatory and non-oscillatory theorems which determine the critical oscillation constant for coefficients given by sequences having mean values. In addition, our approach enables to analyse also the oscillatory properties of equations whose coefficients are not given by sequences with mean values. We point out that the obtained results are new even for linear equations with periodic coefficients. Such consequences are formulated at the end of this paper.;;;SE
Oscillation and non-oscillation of half-linear differential equations with coeffcients determined by functions having mean values;;;Half-linear equation Oscillation theory Riccati technique Oscillation constant Conditional oscillation;;;The paper belongs to the qualitative theory of half-linear equations which are located between linear and non-linear equations and, at the same time, between ordinary and partial differential equations. We analyse the oscillation and non-oscillation of second-order half-linear differential equations whose coefficients are given by the products of functions having mean values and power functions. We prove that the studied very general equations are conditionally oscillatory. In addition, we find the critical oscillation constant.;;;SE
GENERAL SOLUTIONS OF SECOND-ORDER LINEAR DIFFERENCE EQUATIONS OF EULER TYPE;;;Euler-Cauchy equations oscillation conditionally oscillatory;;;The purpose of this paper is to give general solutions of linear difference equations which are related to the Euler-Cauchy differential equation or more general linear differential equations. We also show that the asymptotic behavior of solutions of the linear difference equations are similar to solutions of the linear differential equations.;;;SE
Conditional oscillation of Euler type half-linear differential equations with unbounded coefficients;;;half-linear equations oscillation theory conditional oscillation Prüfer angle oscillation constant;;;The oscillatory properties of half-linear second order Euler type differential equations are studied, where the coefficients of the considered equations can be unbounded. For these equations, we prove an oscillation criterion and a non-oscillation one. We also mention a corollary which shows how our criteria improve the known results. In the corollary, the criteria give an explicit oscillation constant.;;;SE
WEIGHTED HARDY INEQUALITIES WITH SHARP CONSTANTS;;;Discrete Hardy inequality integral Hardy inequality weight function oscillation difference equation;;;In the paper, we establish the validity of the weighted discrete and integral Hardy inequalities with periodic weights and find the best possible constants in these inequalities. In addition, by applying the established discrete Hardy inequality to a certain second-order difference equation, we discuss some oscillation and nonoscillation results.;;;SE
Nonuniqueness and Existence of Continuous, Globally Dissipative Euler Flows;;;Globally Dissipative Euler Flows Energy space Kraichnan’s LDIA theory;;;We show that Hölder continuous incompressible Euler flows that satisfy the local energy inequality (“globally dissipative” solutions) exhibit nonuniqueness and contain examples that strictly dissipate kinetic energy. The collection of such solutions emanating from a fixed initial data may have positive Hausdorff dimension in the energy space even if the local energy equality is imposed, and the set of initial data giving rise to such an infinite family of solutions in the space of continuous, divergence free vector fields on the torus. The construction of these solutions involves a new and explicit convex integration approach mirroring Kraichnan’s LDIA theory of turbulent energy cascades that overcomes the limitations of previous schemes, which had been restricted to bounded measurable solutions or to continuous solutions that dissipate total kinetic energy.;;;SE
Anomalous dissipation for 1/51/5-Hölder Euler flows;;;Kolmogorov's law Onsager's conjecture anomalous dissipation convex integration h-principle turbulent flows;;;Recently the second and fourth authors developed an iterative scheme for obtaining rough solutions of the 3D incompressible Euler equations in Hölder spaces. The motivation comes from Onsager’s conjecture. The construction involves a superposition of weakly interacting perturbed Beltrami flows on infinitely many scales. An obstruction to better regularity arises from the errors in the linear transport of a fast periodic flow by a slow velocity field. In a recent paper the third author has improved upon the methods, introducing some novel ideas on how to deal with this obstruction, thereby reaching a better Hölder exponent — albeit weaker than the one conjectured by Onsager. ;;;SE
Weak-Strong Uniqueness for Measure-Valued Solutions;;;DiPerna’s measure-valued solutions Euler equations;;;We prove the weak-strong uniqueness for measure-valued solutions of the incompressible Euler equations. These were introduced by DiPerna and Majda in their landmark paper (Commun Math Phys 108(4):667–689, 1987), where in particular global existence to any L 2 initial data was proven. Whether measure-valued solutions agree with classical solutions if the latter exist has apparently remained open.;;;SE
Nonuniqueness of Weak Solutions to the SQG Equation;;;inviscid SQG equations Laplacian via convex integration;;;We prove that weak solutions of the inviscid SQG equations are not unique, thereby answering Open Problem 11 of De Lellis and Székelyhidi in 2012. Moreover, we also show that weak solutions of the dissipative SQG equation are not unique, even if the fractional dissipation is stronger than the square root of the Laplacian. In view of the results of Marchand in 2008, we establish that for the dissipative SQG equation, weak solutions may be constructed in the same function space both via classical weak compactness arguments and via convex integration. © 2019 Wiley Periodicals, Inc.;;;SE
Onsager’s Conjecture Almost Everywhere in Time;;;Hölder continuous Euler flows conjecture of Lars Onsager;;;In recent works by Isett (Hölder continuous Euler flows in three dimensions with compact support in time, pp 1–173, 2012), and later by Buckmaster et al. (Ann Math 2015), iterative schemes were presented for constructing solutions belonging to the Hölder class C 1/5-ε of the 3D incompressible Euler equations which do not conserve the total kinetic energy. The cited work is partially motivated by a conjecture of Lars Onsager in 1949 relating to the existence of C 1/3-ε solutions to the Euler equations which dissipate energy. In this note we show how the later scheme can be adapted in order to prove the existence of non-trivial Hölder continuous solutions which for almost every time belong to the critical Onsager Hölder regularity C 1/3-ε and have compact temporal support.;;;SE
Nonuniqueness of weak solutions to the Navier-Stokes equation;;;convex integration Euler equations Intermittency inviscid limit Navier-Stokes turbulence weak solutions;;;For initial datum of finite kinetic energy, Leray has proven in 1934 that there exists at least one global in time finite energy weak solution of the 3D Navier-Stokes equations. In this paper we prove that weak solutions of the 3D Navier-Stokes equations are not unique in the class of weak solutions with finite kinetic energy. Moreover, we prove that Hölder continuous dissipative weak solutions of the 3D Euler equations may be obtained as a strong vanishing viscosity limit of a sequence of finite energy weak solutions of the 3D Navier-Stokes equations.;;;SE
Remarks on High Reynolds Numbers Hydrodynamics and the Inviscid Limit;;;vanishing viscosity limit Euler equations Navier–Stokes equations;;;We prove that any weak space-time L2L2 vanishing viscosity limit of a sequence of strong solutions of Navier–Stokes equations in a bounded domain of R2R2 satisfies the Euler equation if the solutions’ local enstrophies are uniformly bounded. We also prove that t−a. e. weak L2L2 inviscid limits of solutions of 3D Navier–Stokes equations in bounded domains are weak solutions of the Euler equation if they locally satisfy a scaling property of their second-order structure function. The conditions imposed are far away from boundaries, and wild solutions of Euler equations are not a priori excluded in the limit.;;;SE
Cauchy Problem for Dissipative Hölder Solutions to the Incompressible Euler Equations;;;Dissipative Hölder Solutions Euler Equations preassigned total kinetic energy;;;We consider solutions to the Cauchy problem for the incompressible Euler equations on the 3-dimensional torus which are continuous or Hölder continuous for any exponent θ<116θ<116 . Using the techniques introduced in De Lellis and Székelyhidi (Inventiones Mathematicae 9:377–407, 2013; Dissipative Euler flows and Onsager’s conjecture, 2012), we prove the existence of infinitely many (Hölder) continuous initial vector fields starting from which there exist infinitely many (Hölder) continuous solutions with preassigned total kinetic energy.;;;SE
